link,
https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02018R2067-20210101,
https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32019R0331,
https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024R0873,
https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ%3AJOL_2015_301_R_0007,
https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32008R0304,
https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02021R2139-20240101,
https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32013R1123&qid=1713864122894,
https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32008R0307,
https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32023R2830
